id,question,ollama,openai,match
4439,How do I specify the committed (conform) burst (bc) size and the excess (peak) burst (be) in milliseconds when configuring traffic shaping using QoS: Percentage-Based Shaping?,QOS,QOS,True
4440,How do you configure traffic shaping for a specific class in a policy map based on bandwidth percentage and optional burst sizes?,QOS,QOS,True
4441,What is the command to configure the interface type and enter interface configuration mode?,GENERAL,CONNECTIVITY,False
4442,How do you enable privileged EXEC mode and configure a class map with a match criterion on a Cisco router?,GENERAL,QOS,False
4443,"What are the Committed Burst (bc) and Excess Burst (be) values for a serial interface with a bandwidth of 20,480 kbps?",QOS,QOS,True
4444,"What is the syntax to configure QoS: Percentage-Based Shaping feature for traffic shaping based on a percentage of bandwidth available on the interface, configuring committed (conform) burst (bc) size and excess (peak) burst (be) size in milliseconds?",QOS,QOS,True
4445,"What are the encapsulation types considered for calculating ATM overhead on the router when shaping traffic between BRAS and DSLAM, and between DSLAM and CPE?",QOS,QOS,True
4446,What is the overhead accounting configuration for priority classes with policing in the child policy map?,QOS,QOS,True
4447,"What configuration commands are required to shape traffic to 8,000 kbps and enable overhead accounting in a policy map called Test with a default class called class-default?",QOS,QOS,True
4448,How do you enable Ethernet Overhead Accounting on Gigabit Ethernet subinterface 1/0/0.100?,MONITORING,QOS,False
4449,What is the configuration for Ethernet Overhead Accounting with a user-defined option for shaping on Gigabit Ethernet subinterface 1/0/0.100?,QOS,QOS,True
4450,What is the target shape rate for policing in this configuration?,QOS,QOS,True
4451,How does the Ethernet Overhead Accounting feature work on Cisco ASR 1K Series Aggregation Services Routers?,MONITORING,MONITORING,True
4452,How do you configure traffic classes in Cisco IOS?,QOS,QOS,True
4453,How can we ensure that Traffic Shaping Overhead Accounting for ATM is consistent across policy maps and interfaces in our network?,QOS,QOS,True
4454,What encapsulation type should the BRAS use to calculate the ATM overhead per packet?,ROUTING,CONNECTIVITY,False
4455,What is the offset size in bytes for ATM overhead accounting when using AAL5?,MONITORING,CONNECTIVITY,False
4456,How can we enable ATM overhead accounting for shaping and bandwidth on both parent and child policies in Cisco IOS?,QOS,QOS,True
4457,What offset size can I specify when calculating ATM overhead in an MQC traffic shaping policy?,QOS,QOS,True
4458,How can we apply ATM cell tax in the ATM overhead calculation and adjust packet size accordingly when configuring ATM options?,GENERAL,QOS,False
4459,"What is the purpose of the ""show policy-map session"" command in an IPoE/PPPoE session?",MONITORING,QOS,False
4460,How do you enable overhead accounting for bandwidth on gaming and class-default classes in a child policy map named subscriber_classes?,QOS,QOS,True
4461,What is the average committed information rate (CIR) for shaping in an ATM network configured with Cisco IOS XE Gibraltar?,QOS,QOS,True
4462,How can we enable the MQC Traffic Shaping Overhead Accounting for ATM feature to account for various encapsulation types when applying QoS functionality to packets?,QOS,QOS,True
4463,What configuration is required for template services activation at the child level?,GENERAL,GENERAL,True
4464,How can we differentiate between traffic matching multiple classes when not assigned to a group?,QOS,QOS,True
4465,"How can we configure Quality of Service (QoS) policy accounting to separate accounting streams for different types of traffic on a Cisco router running Gibraltar 16.11.x, with a major release number of 67?",QOS,QOS,True
4466,"What is the purpose of the ""policy-map"" command in Cisco IOS?",QOS,QOS,True
4467,What is the police rate value for both IN and OUT voice service configurations?,QOS,QOS,True
4468,What is the police rate configured for the voice service?,QOS,QOS,True
4469,What is the police rate for VoIP traffic in the QoS policy active on the session?,QOS,QOS,True
4470,What is the queue limit set for VoIP traffic in this voice service policy configuration?,QOS,QOS,True
4471,What is the configuration for the QoS policy in the OUT direction that overrides the class name with shell variables?,QOS,QOS,True
4472,How can you activate the voice-aol-service1 with reference class aol_classifier_reference on the target session?,QOS,QOS,True
4473,How can you activate the voice AOL service and configure the IN policy for a target session?,SECURITY,SECURITY,True
4474,How can we dynamically modify ACLs to add more entries for IP Address Parameterization when configuring QoS policies in Cisco IOS?,QOS,QOS,True
4475,"What is the purpose of creating an ACL named ""IPOne-combined-acl"" and how is it used in class-maps for voice control?",SECURITY,QOS,False
4476,What is the configuration for voice-to-IP list in Cisco IOS to prioritize voice traffic and account for QoS policy?,QOS,QOS,True
4477,What is the QoS policy applied to voice traffic with specific IP lists in the given configuration?,QOS,QOS,True
4478,What is the shape policy value set for the OUT QoS policy active on the session?,QOS,QOS,True
4479,What is the police rate configuration for VoIP traffic in the given policy-map?,QOS,QOS,True
4480,What is the policing rate for voice traffic in the configuration?,QOS,QOS,True
4481,What is the average shape configured for the voice service class-default in the output_parent policy map?,QOS,QOS,True
4482,What is the maximum queue size for voice service rate policing in this configuration?,QOS,QOS,True
4483,How can you activate Turbo Button Override using VSA 250 with default values?,GENERAL,QOS,False
4484,What is the OUT policy configuration for the target session?,SECURITY,QOS,False
4485,What is the policing rate for voice service with priority level 1?,QOS,QOS,True
4486,How do we deactivate the Turbo Button override using default values in VSA 252?,GENERAL,SECURITY,False
4487,How can we manage CoA (Cut-Over Activate) replay to synchronize provisioning events on the standby RP?,SECURITY,CONNECTIVITY,False
4488,How can we assign a group or AAA method list to a traffic class and configure the service template for policy accounting?,SECURITY,SECURITY,True
4489,What command can be used to assign a traffic class to a group or an AAA method list for dynamic QoS customization of each subscriber with per-session changes to existing traffic classes?,QOS,QOS,True
4490,"How can we configure VoIP traffic policing to limit traffic to 200,000 bytes and account for it using AAA?",QOS,QOS,True
4491,What is the Cisco IOS command to configure PPP Session Queueing on ATM VCs feature for shaping and queueing PPP over Ethernet over ATM (PPPoEoA) sessions?,ROUTING,QOS,False
4492,How can we configure PPP Session Queueing on ATM VCs with both PTA and LAC configurations?,CONNECTIVITY,QOS,False
4493,How do I configure PPP session queueing on ATM VCs?,CONNECTIVITY,QOS,False
4494,How do you configure RADIUS to specify the name of the QoS policy for PPPoEoA sessions on both ingress and egress directions?,QOS,QOS,True
4495,How can we configure the Hierarchical Queueing Framework (HQF) in a Cisco router to prioritize traffic in a scenario where ATM Port Oversubscription is enabled?,QOS,QOS,True
4496,How do you set the priority level for specific traffic classes in a network device to classify traffic based on priority levels?,QOS,QOS,True
4497,What is the recommended configuration to set the action for packets that exceed the rate limit on a network device?,QOS,QOS,True
4498,"To enable ATM overhead accounting and shape traffic to 1 Mbps average rate with a mean rate of 500 Kbps, what is the correct Cisco IOS configuration command?",QOS,QOS,True
4499,How can we configure a hierarchical QoS policy with two traffic classes: Premium and Silver?,QOS,QOS,True
4500,What is the correct command to configure a PPPoE profile for PPPoE sessions on an interface?,CONNECTIVITY,CONNECTIVITY,True
4501,How do you configure PPPoE on an interface and apply a QoS policy to PPPoE sessions?,QOS,QOS,True
4502,How can we configure the router to download the name of the policy map from RADIUS using the Cisco AV-pair and apply the QoS policy to the session?,QOS,QOS,True
4503,How do I display information about all of the policy maps configured on the router?,MONITORING,QOS,False
4504,"How can we configure PPP Session Queueing on ATM VCs with a hierarchical QoS policy named pm_hier2_0_2 associated with Virtual-Template 555, which is applied to the broadband aggregation group named pppoeoa-group?",QOS,QOS,True
4505,"What is the Average Rate Traffic Shaping configuration for class ""cm_1"" in terms of cir and bandwidth remaining ratio?",QOS,QOS,True
4506,How do I implement PPP Session Queueing on ATM Virtual Circuits (VCs) on my Cisco ASR 1k series router?,QOS,QOS,True
4507,How can we synchronize the timer between two back-to-back ATM interfaces?,CONNECTIVITY,CONNECTIVITY,True
4508,"How do you configure a PPPoE profile (e.g., bba-group) for the PPPoE sessions on an interface?",CONNECTIVITY,CONNECTIVITY,True
4509,What is the peak average bandwidth per minute burst configured for the internal ATM clock?,QOS,QOS,True
4510,What is an example of how to configure hierarchical color-aware policing in Cisco IOS XE Release 3.2S or later?,QOS,QOS,True
4511,How can you configure hierarchical color-aware policing to prioritize traffic from specific classes of users?,QOS,QOS,True
4512,What is the policy map configuration for user1-ACL?,QOS,QOS,True
4513,How can we configure QoS options to ensure that voice traffic does not exceed the xDSL connection's physical bandwidth limit?,QOS,QOS,True
