id;question;category
4066;How do you define a traffic class using the Modular Quality of Service (QoS) Command-Line Interface (CLI) (MQC)?;QOS
4068;How can we identify all HTTP, SSL, and DNS traffic associated with the abc_example.com server?;MONITORING
4069;How can we configure the NBAR2 Custom Protocol to classify TCP packets with a destination or source port of 67,000?;QOS
4071;What is the classification rule for NBAR QoS treatment to determine if an SCID value belongs to the active-craft or passive-craft class?;QOS
4072;How do you configure the QoS feature using CBWFQ in Cisco IOS?;QOS
4073;How can you configure CBWFQ (Class-Based Weighted Fair Queuing) to prioritize traffic in your network?;QOS
4074;What is the command to configure an interface type and enter interface configuration mode?;GENERAL
4080;How do I enable the NBAR Web-based Custom Protocols Scalability feature to define custom protocols based on http host name and/or URL?;QOS
4081;How do you enable protocol discovery and connect to the Visibility Dashboard web interface to display traffic information using the router IP address or hostname?;MONITORING
4082;How to enable HTTP authentication and set a local username/password for accessing the Visibility Dashboard web interface?;SECURITY
4083;How do I enable the HTTP-based visibility dashboard for NBAR2 in Cisco IOS?;MONITORING
4084;How can you enable the HTTP server and configure NBAR2 HTTP-Services to collect traffic data and store it in a database?;MONITORING
4085;What is the command required to implement the NBAR2 HTTP-based Visibility Dashboard in Cisco IOS XE Release 3.16S?;MONITORING
4087;What are the limitations of Coarse-Grain Mode in metric reporting?;MONITORING
4088;What is the default value for NBAR coarse-grained classification granularity in Cisco IOS?;QOS
4090;What is the configuration command to enable SSL custom application for a specific protocol in Cisco IOS?;SECURITY
4091;How can we configure our router to dynamically monitor critical applications and collect detailed Layer 7 metrics for fine-grained NBAR (Network-Based Application Recognition) in selective applications?;MONITORING
4092;How can we configure NBAR (Network-Based Application Recognition) to perform fine-grain classification for audio protocols?;QOS
4098;What is an example of a business-oriented application that uses peer-to-peer technology and has a high priority classification?;QOS
4099;What is the RADIUS attribute used to request the framed IP address in access requests?;SECURITY
4100;What is the purpose of assigning a unique Tunnel Assignment ID to a user in a network?;SECURITY
4101;How do I configure RADIUS attribute 66 Tunnel-Client-Endpoint enhancements to specify the client's IP address in a VPN tunnel?;SECURITY
4102;What is the purpose of RADIUS Attribute 104?;SECURITY
4103;How can we configure the NAS-Port format as a RADIUS attribute 5 on a per-server group level in Cisco IOS?;SECURITY
4104;What is the purpose of the Authenticator field in RADIUS packets?;SECURITY
4106;What is the recommended practice for setting up the key for the clients file and the RADIUS users file on a Cisco router?;SECURITY
4107;How do I configure the RADIUS server to authenticate a user with no blank lines in Merit Daemon format?;SECURITY
4108;How can you configure an L2TP tunnel on a Cisco router to connect to a server with IP medium?;CONNECTIVITY
4109;How do you configure the IP address to be included in an access-request packet sent from the RADIUS server to the AAA client?;SECURITY
4112;What is the maximum number of consecutive seconds of idle connection allowed to the user before the session terminates?;SECURITY
4113;What is the default termination action for sending telephone numbers as part of the Access-Request packet?;SECURITY
4117;How do you configure a GRE (General Routing Encapsulation) tunnel to establish a connection with a remote server?;ROUTING
4118;How can we enable password retry in Cisco IOS?;SECURITY
4121;How can we define per-user IP data filters for RADIUS profiles to ensure that connections are filtered based on specific attributes?;SECURITY
4124;How can you specify additional NAS-Port information in the form of an Attribute-Value Pair (AVPair) string using the radius-server vsa send global configuration command?;SECURITY
4125;How can we allow users to configure downloadable user profiles (dynamic ACLs) for authorization control?;SECURITY
4126;What could be the reason for the loss of carrier connection?;CONNECTIVITY
4127;How can I support RADIUS attribute 77 for Ethernet connections?;SECURITY
4128;How do you send an Access-Request to 10.3.1.107:1645 with id 16/45, len 116?;SECURITY
4129;What is supported by Cisco RADIUS server to manage filters centrally?;SECURITY
4130;How can you encrypt routes in Cisco IOS?;SECURITY
4132;How do we configure the Network Access Server (NAS) to send the Framed-IP-Address attribute (attribute 8) of the dial-in host to the RADIUS server during access requests?;SECURITY
4133;How does the RADIUS server handle the IP address sent by the NAS?;SECURITY
4134;How can I configure RADIUS Attribute 8 to be included in Access Requests?;SECURITY
4135;How can we configure the RADIUS attribute 8 Framed-IP-Address in Access Requests on a Cisco router?;SECURITY
4136;What is the configured authentication method for users attempting to log in to the network?;SECURITY
4137;How can we configure the RADIUS server to send the Framed-IP-Address attribute in Access Requests?;SECURITY
4138;How can we configure the RADIUS server to support tagged attributes for tunnel attributes 90 and 91 in our Cisco router?;SECURITY
4139;What is the IP address of the RADIUS server configured in the router?;SECURITY
4140;What are the two new RADIUS attributes introduced by the RADIUS Tunnel Attribute Extensions feature on the Cisco ASR 1000 Series Aggregation Services Routers?;SECURITY
4141;What is the role of an L2TP Access Concentrator (LAC) in setting up tunnels with the customer tunnel server?;CONNECTIVITY
4142;How do we configure the Cisco device to support RADIUS Attribute 66 Tunnel-Client-Endpoint for virtual private dialup networks (VPDNs) with Layer 2 Forwarding (L2F) or Layer 2 Tunneling Protocol (L2TP) tunnels?;SECURITY
4143;How can we configure Cisco's L2F protocol to work seamlessly with Microsoft's PPTP protocol for secure remote access?;SECURITY
4144;How can you configure the NAS to accept or reject specific RADIUS attributes?;SECURITY
4146;How can you restrict network access to users using AAA authorization in Cisco IOS?;SECURITY
4148;What is the configuration for rejecting bad authorization and accepting usage-only accounting in Cisco IOS Radius server?;SECURITY
4149;What is the purpose of the RADIUS Attribute Value Screening feature in Cisco IOS XE Release 2.1?;SECURITY
4150;How can you ensure that the clock on your network device remains configured even after it is reloaded?;GENERAL
4151;How can we ensure that the Event-Timestamp attribute is included in accounting and authentication request packets even if NTP synchronization does not occur?;SECURITY
4152;How can I configure RADIUS Attribute 55 Event-Timestamp for accounting and authentication requests in Cisco IOS?;SECURITY
4153;How can we enable authentication, authorization, and accounting (AAA) on the device?;SECURITY
4154;How to configure the Cisco router to send an access request packet to the RADIUS server at IP address 192.0.2.1 for authentication?;SECURITY
